id,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Mean,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume
SYNTH_011,3154.25572,394.98698,560.657767,0.388653,637.32989,3505.894907,0.300928,50.484776,0.445081,5898.563199,4596.805332,0.304459,4173.532383,0.49049,0.580348,13.490717,3.527186,5.674741,3917.16778,27.341319,81.867206,1.541117,47.056021,667.920272,5491.931348,6353.871157,3001.655047,5.368848,6404.471925,0.512272,33.981896,5.640301,49.377639,491.456998,391.950675,50.690695,0.429953,3.243315,702.463101,6.64376,3948.280075,0.517608,63.040825,7726.145019,374.915437,4.505848,33.908436,38.967387,0.46775,5444.852222,7.728725,26.983261,4.954075,0.701455,6277.062065,6.538727,5.157103,859.148266,0.880904,27.194384,0.389486,800.71581,0.65204,61.092035,485.285141,3850.713803,0.471009,0.714242,50.937998,3.150361,0.528966,21.273479,0.491622,6.941521,54.145057,3937.986511,32.532117,36.623427,4.132617,0.636658,6.231959,59.141463,0.436577,0.534029,40.664788,4.453696,2974.335075,582.656671,5.65789,0.656241,367.940739,288.451072,148.337669,0.257298,0.2016,309.207583,66.381333,1.300084,0.431329,2.303193,20.433858,181.382766,0.095603,2841.664833,0.298383,0.116192,0.42249
SYNTH_012,3946.830931,253.185736,551.314981,0.523397,512.124688,2451.292312,0.318238,60.573357,0.484813,6114.332433,5555.942176,0.441906,5631.221818,0.360417,0.373973,12.943705,3.391306,7.387612,5350.831442,42.259175,100.717046,0.549741,26.635681,581.830252,7468.012781,5691.077247,881.196345,5.196479,8576.110819,0.50023,48.64169,7.07884,27.671991,762.473123,366.147509,83.707082,0.441737,3.583385,1172.729695,6.620608,1948.7749,0.77657,62.672811,7864.730208,286.848783,5.740462,25.234778,37.843318,0.383225,2981.834801,9.757396,55.394262,4.374931,1.008548,6550.874015,6.752945,4.904376,176.932177,0.991514,20.849663,0.474873,548.288646,0.63631,65.938198,406.354085,4653.767355,0.520052,0.865844,35.563732,-0.03825,0.854413,14.166562,0.641004,6.996422,32.887179,3896.919388,25.447511,46.708672,5.954618,0.785193,7.257244,48.394886,0.121145,0.431265,33.143919,1.97628,1331.124125,737.843428,7.051594,1.089124,291.50431,291.566028,-225.492424,0.247204,0.083531,387.547818,-153.13614,-0.223647,0.629882,-11.127959,6.168446,152.664922,-0.282059,3625.758066,0.319073,-0.008205,0.368202
SYNTH_013,3882.907144,630.445496,466.34867,0.451735,416.642168,5703.010574,0.555477,45.089643,0.399927,3946.912532,5373.731634,0.566862,4222.660529,0.621201,0.620039,67.857523,5.947561,3.508677,6102.386462,33.503492,27.017252,6.173633,50.166291,434.918841,3721.187107,3765.384635,6567.726442,4.105183,4524.470673,0.541151,56.190168,3.443676,60.648355,311.978667,530.110372,34.48452,0.646104,5.556215,126.954931,4.45981,5702.591977,0.372357,47.266609,4545.016733,578.254993,4.479168,65.821676,59.564675,0.61204,6420.594164,1.462723,57.617644,6.164529,0.434248,4555.797195,5.501101,7.211591,7516.900579,0.166986,74.40964,0.359203,452.654849,0.475826,44.987992,603.630368,3569.391054,0.607064,0.273329,56.774741,6.643812,0.406426,56.796543,0.464356,2.666615,44.006586,6025.043036,67.432273,44.492323,4.742633,0.475071,5.02766,54.477652,0.799978,0.427697,57.982707,6.573872,6918.557442,487.971922,3.175111,0.280026,689.012358,561.553701,825.335721,0.54817,0.573154,417.156087,664.693744,7.113668,0.435102,83.98231,63.372757,598.706411,0.772313,6262.19803,0.541988,0.750214,0.458828
SYNTH_014,6152.443153,590.074202,461.109711,0.432066,678.670202,5686.771428,0.429445,52.914786,0.50308,8376.917526,3898.704289,0.338889,4664.804387,0.560901,0.706022,48.895663,4.139131,7.070986,4879.608074,60.643717,38.04608,7.431685,48.004469,588.430968,4197.22757,5904.351613,3103.840639,6.003408,4498.899362,0.370032,49.92725,4.873881,49.514129,820.318935,459.904438,44.685489,0.224682,5.553046,625.24761,5.137559,5283.139106,0.475103,69.91748,7217.021107,462.289922,4.130807,43.37806,44.104914,0.49441,4518.653231,6.872497,37.405511,3.195097,0.302121,7606.788635,2.449449,3.635868,5139.231715,0.536201,20.015987,0.673018,720.147926,0.189445,53.263756,358.915855,8356.964575,0.245721,0.483104,47.275079,6.680102,0.254333,58.265322,0.422464,6.259621,58.354773,6506.544005,40.407864,73.207315,4.152043,0.331938,6.209859,49.525111,0.293785,0.508987,49.082453,4.526918,5061.977152,439.871181,4.604485,0.47586,318.558591,566.556937,451.233594,0.623307,0.530351,508.517398,426.913805,5.672926,0.74072,62.170653,70.871929,479.917737,0.513261,4552.105515,0.569024,0.66428,0.274755
SYNTH_015,5300.348376,936.051909,382.018375,0.398928,777.786212,6408.913502,0.602697,47.96914,0.23275,4610.428855,3850.150654,0.285623,4812.526023,0.514541,0.948474,89.631871,4.623924,4.947255,5042.341918,48.315508,-6.641474,10.467216,76.093328,435.276901,138.457082,3968.850171,8218.891085,5.451701,574.827024,0.350472,51.191796,2.716064,92.002102,555.416051,491.804503,-1.691948,0.273272,5.190872,-108.995022,4.926841,7515.294463,0.253809,51.600793,5296.611535,658.158855,4.185062,73.220577,48.180465,0.72942,8924.158291,2.708152,23.468112,5.114286,-0.266543,6355.967372,2.437001,6.797579,7793.733251,0.305277,36.803837,0.488858,766.14827,0.381917,59.768686,429.912,3743.471158,0.381009,0.177548,58.709278,9.421785,0.111858,78.031517,0.359647,5.284947,58.427108,5262.163015,82.194524,50.921578,3.344821,0.263567,3.690921,60.747522,0.90456,0.762352,74.269831,9.091089,9204.062901,500.730164,0.807488,0.121252,699.694067,816.851982,1066.893529,0.771042,0.549907,420.261728,867.451194,8.34431,0.396064,104.517393,85.599969,668.095202,1.134438,4208.406755,0.40978,1.017034,0.273299
SYNTH_016,3445.187064,295.838486,641.379828,0.497712,318.781135,4053.081194,0.528266,52.580916,0.495532,3465.005233,6325.423926,0.607206,5460.197813,0.485871,0.076792,40.812623,6.200424,2.020236,5735.1459,31.480658,91.570627,0.43246,26.113705,547.502801,7729.307096,4453.037045,5375.892151,3.299667,8340.334584,0.543617,61.391388,5.892367,41.0918,268.565192,450.415129,76.366106,0.880038,2.343335,553.977815,5.132101,5561.535692,0.617898,38.944617,3900.073548,488.357584,5.067157,52.884212,49.573244,0.386781,4878.512295,5.465924,67.706672,6.955032,0.919891,3817.2021,9.566114,8.352569,2484.592751,0.725154,53.471317,0.373196,321.08267,0.964134,53.549003,670.466346,1363.272019,0.681951,0.671584,55.155769,1.29558,0.788383,19.819972,0.5111,2.545079,44.006806,4446.942858,56.195045,31.040131,6.024881,0.763662,4.62626,47.73584,0.436356,0.534095,46.650508,4.45334,4589.483902,617.664322,5.558139,0.790532,516.313187,435.76852,382.063197,0.122319,0.265208,486.568023,240.569393,2.254009,0.343266,-4.295796,0.159482,313.965681,-0.036713,2988.781715,0.346157,0.229803,0.556796
SYNTH_017,3278.24523,504.843222,699.780984,0.515746,575.474943,3994.43246,0.505184,55.048912,0.283369,2645.695056,5647.032762,0.381595,4638.477912,0.366749,0.403655,57.572825,5.696834,3.985985,5447.135205,20.698571,52.37942,3.307822,44.873641,468.122098,4213.478537,3938.345962,4451.986564,4.441205,5486.58037,0.540035,50.380364,2.459035,57.164067,389.528097,467.326567,38.607521,0.701152,3.410391,335.342682,6.966098,5138.648857,0.305341,41.206741,4881.320174,488.768288,4.660258,57.452219,58.682763,0.553003,5605.724501,3.627285,40.737771,6.990138,0.425365,5745.334822,8.031061,8.795422,4435.903697,0.514397,47.965383,0.27355,586.8932,0.802285,61.832538,523.91694,1404.663089,0.590412,0.465859,63.83453,3.172394,0.490683,30.74085,0.457072,4.262422,42.645679,4689.286255,60.448639,25.559436,3.707634,0.702435,4.27573,68.108293,0.743123,0.701275,61.214959,6.998933,6660.143542,537.108103,4.025638,0.542623,682.069961,539.291871,729.437261,0.419936,0.366815,459.893349,459.555536,3.740578,0.366191,33.198707,18.5621,378.965411,0.280571,4130.150119,0.357685,0.489896,0.486274
SYNTH_018,4049.467696,434.557038,538.882322,0.550482,521.847645,4826.320303,0.384132,36.399907,0.505057,4444.849499,4677.040146,0.448003,5785.588715,0.518924,0.411851,23.939671,6.342665,5.65323,4013.854685,52.016952,64.243545,2.781303,55.366411,512.964949,7011.972726,4067.065654,5602.754821,4.900262,6572.694472,0.468088,59.255923,5.788365,36.578313,556.895925,454.342213,72.084498,0.56175,4.008513,644.418487,4.424396,4826.858869,0.481324,51.37182,4498.231481,391.010429,4.458223,30.665243,40.000661,0.385304,3879.921998,5.442723,49.579518,4.502661,0.743654,5654.813329,5.843781,5.053656,3788.294264,0.59975,43.290459,0.465458,479.613532,0.4671,55.481862,562.775465,5428.456876,0.543284,0.555629,39.356451,3.975149,0.605517,39.673215,0.520531,4.936981,42.491303,4860.477851,38.62007,53.394471,5.346814,0.536924,5.587964,52.653857,0.369545,0.421432,40.962038,3.550031,4583.050799,576.37608,6.886539,0.669763,497.426767,403.002555,347.799661,0.379404,0.531923,531.601576,267.524034,4.586862,0.583255,25.500094,21.550001,447.798651,0.325691,5742.531085,0.585414,0.366267,0.571266
SYNTH_019,6323.941116,762.720985,323.627681,0.406523,757.142095,5340.093635,0.348865,65.647892,0.435402,9212.256816,4629.818303,0.316852,5715.283258,0.477452,1.034628,41.557597,1.56856,10.102352,3469.913887,57.143296,23.216539,8.365614,75.87443,562.180002,3023.210123,7875.855913,3178.535724,7.203633,2813.24043,0.252749,43.576189,6.136646,68.17594,988.362009,479.119094,18.462618,-0.028155,4.750205,701.914128,7.367423,4924.467998,0.597361,84.359666,8682.240586,414.524419,4.540069,45.08363,47.453449,0.546775,6375.727557,7.077622,26.65156,1.826114,0.190711,8269.545773,-0.072471,0.913735,2389.445326,0.712395,22.510518,0.678787,948.068825,-0.137691,70.22713,72.536934,8512.929431,0.030183,0.571862,38.502993,8.835914,0.194782,65.479173,0.448856,9.116302,68.923134,3995.36961,25.911145,75.99017,3.983074,0.260178,5.928322,74.646683,0.3417,0.596787,37.729361,4.993915,4544.9381,422.844361,3.111619,0.644583,243.820517,497.823747,358.557739,0.698657,0.399548,326.714814,278.247703,4.126111,0.734935,76.802222,60.667831,454.621854,0.761979,3957.458335,0.424305,0.668787,-0.062064
SYNTH_020,5745.312242,659.04715,465.984463,0.497962,584.082811,5727.886877,0.503314,46.330059,0.533289,6863.822569,4506.135489,0.355375,5587.157262,0.534943,0.871265,57.872229,3.843161,7.333976,4398.990601,61.598872,26.790342,7.683463,54.243789,490.956247,3543.30336,5423.246024,5442.263832,4.424224,4502.78867,0.433805,44.624582,4.313527,55.987812,746.938303,512.081555,35.957794,0.260209,4.802027,453.36394,6.058943,4079.697669,0.470997,60.719759,6795.121524,473.038356,4.677007,45.779045,39.290556,0.541921,6025.728254,5.374003,38.238814,3.329466,0.141374,6280.337755,3.061089,3.393793,4754.772856,0.590067,33.72441,0.573076,683.023643,0.261119,42.697119,421.59454,5333.341073,0.4074,0.458034,41.389461,7.173523,0.289821,55.623331,0.279616,7.354422,51.157004,4918.420841,48.945689,63.92442,5.657533,0.473997,6.154129,44.672612,0.51812,0.505694,47.747772,5.659084,5760.503307,458.537604,3.111738,0.44693,388.941991,526.926677,494.119755,0.579804,0.572465,427.699744,559.539744,6.615636,0.744638,71.117394,73.70603,520.554483,0.764207,5931.795013,0.520078,0.761231,0.222729
SYNTH_021,5084.708329,446.159119,513.743541,0.519242,525.136114,5025.754932,0.388315,49.811178,0.452568,7066.086688,4543.631022,0.346546,5337.691338,0.440266,0.710076,33.730952,3.377082,6.824153,3533.454179,66.300767,64.943142,5.606002,55.019584,617.447619,4722.760912,5931.617618,1961.369428,4.618418,5475.038855,0.573313,41.094418,7.139597,41.033037,681.792191,450.152698,59.153758,0.24534,5.583652,810.364741,5.544304,3931.833278,0.662411,77.680066,6473.379149,361.954436,5.727776,34.728849,48.683936,0.529456,3796.9216,6.898371,61.983481,4.239562,0.509665,5207.588169,3.878601,4.696452,1368.707475,0.593121,35.384845,0.566427,613.840383,0.381551,55.79696,452.792988,6319.211935,0.418094,0.628437,51.47318,5.072377,0.454189,41.786053,0.525921,6.470115,42.424897,4694.946148,30.53574,56.889231,4.548495,0.576196,5.862526,47.956995,0.373467,0.494884,46.465899,4.411674,4571.168962,455.498735,5.858005,0.699302,316.100704,381.51629,448.535682,0.506435,0.324609,382.461495,267.990028,3.394858,0.589328,37.492814,40.57125,389.929322,0.319909,4238.215079,0.501931,0.333791,0.303899
SYNTH_022,4435.90625,659.354687,687.888801,0.41871,464.719209,6042.82116,0.626018,38.524555,0.606412,2656.660155,5579.032777,0.635392,4462.891807,0.635905,0.557366,89.238937,7.780126,1.971711,6733.965115,53.212454,11.993648,7.513304,55.818431,359.07941,4336.922427,3164.555458,8606.263256,4.112078,3568.384023,0.562807,67.922872,2.3932,69.653347,188.371758,610.181992,30.9176,0.663723,5.875777,-33.334912,3.355602,6496.252837,0.251848,25.860049,3162.312811,807.213134,5.354642,75.010331,51.431162,0.576618,6924.090357,0.486143,65.215992,6.630789,0.194264,3644.953529,5.701857,6.893421,8595.331542,0.065135,59.906222,0.356752,370.923903,0.755978,25.474279,800.83212,1689.862042,0.663042,0.110579,57.245005,5.451295,0.364975,61.156422,0.467756,1.910122,55.319829,5165.194726,78.667763,53.044819,3.724867,0.480863,2.514818,42.631957,0.800801,0.543639,67.462267,6.134617,8230.131685,468.350921,3.414723,0.159342,730.458354,606.723677,1011.30295,0.621618,0.860913,607.265317,919.491262,10.001262,0.336621,91.727676,66.522391,868.100494,0.976016,6170.282846,0.672646,0.706329,0.68695
SYNTH_023,6492.362034,170.534085,529.828534,0.683672,181.239916,4575.695618,0.706134,45.526599,0.766296,3490.353352,6610.645011,0.818059,4073.295674,0.64076,0.104007,78.225532,10.583671,2.06623,6272.15626,61.94812,63.382786,3.208074,39.919084,308.134479,8233.775122,2212.232538,7344.882916,4.483233,5356.027928,0.696886,51.196657,5.388581,9.021055,266.918572,732.310712,72.422911,0.865958,8.257328,367.887746,1.440983,5854.099005,0.635274,7.979905,2215.559361,789.834803,5.489072,57.613847,45.484102,0.496332,3576.747483,2.326884,88.732686,6.685936,0.836887,379.37386,6.187522,4.911645,8895.353252,0.151345,103.048687,0.46315,-107.626903,0.584201,27.54322,844.947725,5177.823954,0.764326,0.300254,47.261592,5.165785,0.779994,69.268325,0.676373,1.330916,56.650183,5965.993883,58.934864,67.537603,6.18465,0.424586,3.091864,48.114697,0.501381,0.268098,52.524351,2.386946,4840.935075,438.285614,7.34477,0.284397,702.629808,639.455069,695.397999,0.682769,0.997993,907.659031,892.001829,8.187646,0.672393,78.035537,70.50748,769.777518,0.637927,8181.924238,0.963153,0.613116,1.023952
SYNTH_024,5958.240061,432.66784,541.923802,0.509425,506.861162,4988.124326,0.564856,45.107954,0.544339,5169.753482,5604.959971,0.552019,5022.160923,0.530056,0.457293,60.028424,5.573235,4.512582,5805.216177,58.705977,50.677283,5.012784,39.14871,410.793956,5177.145267,5218.362314,5612.808131,5.142123,4693.842226,0.554483,49.936843,4.36837,44.750484,488.160675,529.072463,63.538835,0.604216,5.613608,456.132244,4.545066,5917.496301,0.569402,39.449018,4002.511415,576.304653,5.406924,54.48542,50.153029,0.599281,4579.297872,5.425125,58.373452,4.895611,0.585231,4432.359233,4.672566,3.983106,5565.817259,0.29395,50.94106,0.601164,360.619035,0.56425,43.078841,592.55498,5994.148847,0.68846,0.489565,47.738089,6.015903,0.621904,56.664629,0.565211,3.268922,46.740772,5219.541122,54.105021,58.470767,5.139507,0.454978,4.950184,30.217832,0.395198,0.401262,47.41578,3.569708,4015.80181,424.45807,5.049651,0.408803,632.886858,480.256031,580.410861,0.565415,0.717049,564.000235,582.097109,5.121608,0.559676,59.713368,61.344122,605.52138,0.588059,6065.773867,0.535678,0.508324,0.527622
SYNTH_025,5554.007509,423.958442,414.187816,0.441935,734.046636,4839.166421,0.142667,59.691599,0.484294,10453.117687,3814.205166,0.167068,6287.877181,0.350239,0.690031,0.792378,-0.815059,10.74167,3436.309095,56.298463,72.017127,4.343165,54.95367,719.637761,6129.631066,8304.444226,-1513.088417,5.826448,6576.641205,0.403501,19.021726,8.987168,30.071665,1060.649236,362.343413,65.510024,-0.110088,2.726491,1430.99651,8.991259,2383.418303,0.791834,89.736932,9913.609312,110.220776,4.544077,5.825637,34.61174,0.332167,2064.870486,13.089609,26.235912,1.130149,0.802936,8463.383988,2.356532,-1.167588,-1939.462318,1.258987,-6.696994,0.77529,939.801269,0.053358,78.637596,-8.855269,9965.05374,0.096117,1.009284,20.401534,3.447297,0.33182,30.985359,0.588816,10.151598,65.946382,4538.359722,5.674874,71.363241,4.31669,0.441852,8.06992,41.155727,-0.06279,0.331943,28.356871,1.747558,481.849012,514.674937,5.69368,1.039024,-2.39296,277.225619,-174.192456,0.398893,0.263628,365.025471,-190.128587,1.293516,0.687068,12.819517,33.599751,-82.598223,-0.104273,4348.79699,0.361318,0.064191,0.09813
SYNTH_026,5564.943274,433.826316,633.95784,0.630851,406.282194,3581.03313,0.459839,42.849503,0.448577,4038.814972,5544.597794,0.468104,4945.617603,0.530945,0.33842,32.784059,4.993528,3.659239,5006.896284,45.997168,72.638131,1.94456,33.958338,469.398899,7637.89286,3327.103902,4282.632727,4.580081,7534.894731,0.50109,46.628203,5.247082,21.614288,430.815674,449.875637,70.48639,0.647211,3.675698,744.208206,4.759253,4099.840831,0.66456,36.440655,4094.571759,499.851776,4.63291,46.769663,52.057431,0.338627,2836.642663,6.464754,61.663451,6.615568,0.816599,3464.919463,6.212601,5.595467,4615.148616,0.604318,58.326036,0.546452,238.004979,0.642717,59.222599,547.784125,4613.777125,0.520136,0.674418,43.71001,2.761968,0.798319,33.715103,0.563355,3.977334,43.550242,4504.63544,44.121371,63.368917,5.050324,0.69318,5.573435,56.552722,0.409714,0.498336,44.047759,4.060456,2665.67051,495.39681,6.588564,0.699424,454.050322,421.727239,374.950086,0.303376,0.550026,664.986259,459.736475,4.048135,0.496294,24.171368,29.954067,384.593719,0.225884,4418.530213,0.560427,0.21813,0.77945
SYNTH_027,5264.825322,384.450012,413.30241,0.619602,361.166291,5549.020556,0.541042,49.724112,0.728241,5781.860717,5944.640748,0.637981,4452.930282,0.573188,0.338575,47.974632,5.381932,5.099369,5082.376009,67.653596,48.161187,5.206318,42.235507,358.514088,6262.237927,3849.423064,4915.812793,4.722567,4704.817443,0.678347,59.260258,6.147135,40.356097,493.092907,542.219208,62.721434,0.566023,7.249464,554.983408,3.318795,5241.971772,0.582102,56.471906,4282.095439,554.079463,5.790116,49.321057,47.95202,0.51303,4130.548013,5.552992,56.086766,4.946471,0.686123,2439.001789,4.005385,2.663455,6980.335491,0.451635,64.954932,0.493184,194.643355,0.330915,34.112124,476.713174,6661.447469,0.436057,0.561807,42.93347,6.438194,0.534074,51.395884,0.580327,3.965081,56.294737,4852.784559,43.773059,65.003395,4.923415,0.422943,5.576968,32.631641,0.467653,0.395194,58.434409,3.416829,4806.64067,380.906899,5.177022,0.476156,560.495856,487.73675,408.39941,0.586299,0.76792,619.132145,591.086726,6.285377,0.69675,60.895087,67.057554,677.964538,0.664716,5586.660372,0.519889,0.472296,0.633779
SYNTH_028,6651.930157,509.473146,558.881052,0.578672,346.573925,5485.522941,0.718197,46.57161,0.610359,4906.068879,5983.461924,0.657125,4578.580995,0.626409,0.62827,81.129339,7.090439,3.024178,6276.743454,62.774834,16.839437,7.836826,59.306254,293.733123,4971.953687,2891.982829,8256.283234,5.395661,4014.473247,0.494251,61.921101,3.064619,51.148564,304.239563,665.943502,33.762357,0.669882,8.069218,144.759592,3.186252,6619.924055,0.373458,37.987008,2931.633667,698.148234,4.782912,67.551357,37.829152,0.570228,6078.196464,1.493315,56.683626,6.494455,0.289986,3801.948781,4.163954,5.943382,9302.246282,0.05109,74.053345,0.518544,355.39838,0.390426,30.185088,649.55578,6464.495291,0.548215,0.223677,50.075918,9.338753,0.469675,76.489897,0.461785,2.311532,44.267379,5070.462706,67.013932,62.002951,5.749616,0.418847,3.458606,39.857903,0.708657,0.362547,59.575922,6.632402,7111.861868,419.204071,4.248964,0.154102,645.318482,607.407218,923.049633,0.696561,0.932455,756.533453,986.355148,9.190398,0.496376,100.948533,88.587522,696.675122,1.040368,7563.367444,0.633957,0.760721,0.73873
SYNTH_029,6799.257181,213.717431,349.549753,0.610932,276.681185,7178.864977,0.36485,45.684909,0.803572,7637.97789,5849.314698,0.693922,3906.319823,0.626358,0.460543,38.367915,4.969827,6.437406,4408.522943,94.610776,52.22312,6.031754,36.326946,349.410911,9311.613059,3406.747029,3901.104481,5.690436,5692.375319,0.636394,44.833604,8.021496,8.780847,614.604713,683.023849,77.914698,0.52963,9.087882,749.944264,2.736032,5728.563432,0.861352,51.852803,2510.440426,676.585818,5.804673,36.483183,14.231239,0.267214,-600.254711,5.810733,73.292137,3.98762,0.813705,1776.994914,3.066441,0.679676,6564.605975,0.373954,72.844998,0.714421,-150.102664,0.148423,7.949124,595.333093,9690.227428,0.490758,0.617973,26.260388,6.075284,0.741874,69.1113,0.593925,4.546102,59.934132,4858.378004,20.883088,88.671299,6.785948,0.318404,4.509083,17.199502,0.005544,0.058961,42.186084,-0.828511,2714.940096,394.577798,8.019776,0.332962,404.575992,519.646406,318.083092,0.715254,1.046883,902.628276,686.870013,7.099621,0.917716,76.415478,81.883591,747.791403,0.754668,8013.959285,0.853575,0.478429,0.810006
SYNTH_030,6178.536321,694.863718,531.931761,0.392629,679.120358,6002.660275,0.467508,42.242213,0.325927,7249.959845,4246.148179,0.229244,6658.099964,0.468901,0.986779,59.96666,2.829779,7.77718,4715.485067,64.23846,19.245815,8.517339,77.423106,547.388984,2077.884543,6233.517069,5196.505181,6.381957,3373.666244,0.326027,44.806433,4.791836,73.407469,687.789819,427.532016,25.550023,0.199957,5.615379,505.236804,6.327812,5344.787138,0.383925,70.369334,7044.94414,422.566087,5.31598,50.153867,46.38968,0.534786,6256.622666,4.732036,23.179711,2.258151,0.071753,6520.635273,1.143757,2.938714,3954.295758,0.53408,31.141302,0.525239,818.037033,0.15486,67.483734,246.496673,6624.659318,0.302528,0.538939,40.871236,7.287878,0.071572,56.018972,0.46293,8.104027,65.532922,3206.07987,25.026639,47.511551,4.647914,0.40595,6.27711,56.221427,0.488478,0.601283,51.796915,5.775901,5043.745057,406.724735,2.939635,0.427823,273.032791,536.205675,467.397689,0.604296,0.289208,299.578768,501.777362,4.659604,0.641014,76.278336,72.02729,475.064148,0.780326,4817.173036,0.370263,0.695995,0.125393
SYNTH_031,4066.593355,299.876471,585.462802,0.605755,505.096665,3889.142026,0.41897,57.034986,0.456499,5097.825185,5913.013916,0.355844,5141.155286,0.562479,0.453825,28.0545,3.824402,5.407232,4936.369687,53.607429,73.235523,2.48579,42.915361,605.37458,7294.113379,5459.06198,2699.490487,5.079134,6179.598939,0.490858,50.905804,6.116861,37.801365,633.929171,485.77712,64.770859,0.473211,3.392678,835.074323,5.330686,3430.369019,0.601774,45.807508,6189.712869,410.367413,5.761253,41.959809,44.91124,0.46243,4172.959886,6.987713,63.5591,3.343995,0.696929,4927.120956,6.488831,4.050035,2619.036253,0.729828,36.910014,0.4178,618.423569,0.621449,54.884841,536.639739,4399.781543,0.413021,0.691689,45.916202,2.633049,0.5868,27.745242,0.605271,5.344548,41.971131,4302.345693,35.803081,42.594588,5.611751,0.634228,4.708008,37.608831,0.355938,0.500832,38.286425,3.393738,2159.432297,722.487934,5.638111,0.808363,453.787508,272.532343,184.865521,0.268942,0.22827,554.812402,177.833999,1.770486,0.559208,31.671436,23.728722,308.673694,0.1292,5488.766879,0.33253,0.296036,0.485508
